,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms
2009,Gottigere,1600.0,2.0,2.0,55.0,1,3
2010,Byadarahalli,3155.0,4.0,2.0,370.0,1,3
2012,Jakkur Plantation,1765.0,3.0,3.0,105.0,1,3
2013,Kasavanhalli,1980.0,3.0,2.0,88.0,1,3
2014,Amruthahalli,1900.0,3.0,1.0,135.0,1,3
2015,Kaverappa Layout,1265.0,2.0,3.0,70.0,1,2
2016,Bommasandra,1034.0,2.0,3.0,40.0,1,2
2017,Kaverappa Layout,1012.0,2.0,1.0,59.0,1,2
2018,Electronic City,1070.0,2.0,1.0,54.0,1,2
2019,Mahadevpura,3555.0,4.0,1.0,230.0,1,4
2020,5th Block Hbr Layout,1270.0,2.0,2.0,70.0,1,3
2021,Yeshwanthpur,585.0,1.0,0.0,70.0,1,2
2022,Doddanekundi,2045.0,4.0,3.0,154.0,1,3
2023,Bellandur,1490.0,2.0,2.0,98.0,1,3
2024,Banaswadi,6150.0,6.0,1.0,830.0,1,7
2025,Mysore Road,883.0,2.0,1.0,40.0,1,2
2026,Yeshwanthpur,671.0,1.0,1.0,36.85,1,1
2027,Kammasandra,1156.0,2.0,2.0,32.0,1,2
2028,Haralur Road,2017.0,3.0,2.0,125.0,1,3
2029,Thigalarapalya,3122.0,6.0,2.0,235.0,1,4
2030,Ramagondanahalli,1635.0,3.0,1.0,62.0,0,3
2032,Kanakpura Road,1296.0,2.0,1.0,89.0,0,2
2033,Bikasipura,2400.0,4.0,2.0,280.0,1,6
2034,Budigere,1139.0,2.0,2.0,62.0,1,2
2035,CV Raman Nagar,1230.0,3.0,2.0,47.0,0,2
2036,Basaveshwara Nagar Yelahanka,581.91,2.0,1.0,25.0,1,1
2037,Binny Pete,1245.0,2.0,1.0,86.28,0,2
2038,Sidedahalli,1158.0,2.0,2.0,85.0,1,3
2039,Marathahalli,3951.0,4.0,2.0,220.0,1,4
2040,Electronic City,550.0,1.0,1.0,15.0,1,2
2041,Ramamurthy Nagar,360.0,1.0,1.0,26.0,1,1
2042,Electronics City Phase 1,1350.0,3.0,1.0,55.0,1,3
2043,Green Glen Layout,1670.0,3.0,2.0,120.0,1,3
2044,Akshaya Nagar,1600.0,2.0,2.0,65.0,1,3
2045,Horamavu Banaswadi,1307.0,2.0,2.0,51.6,1,2
2046,7th Phase JP Nagar,1050.0,2.0,1.0,57.0,1,3
2048,Kaggalipura,1210.0,2.0,1.0,58.0,1,3
2049,Electronic City,1025.0,2.0,1.0,29.6,0,2
2050,Haralur Road,1140.0,2.0,2.0,43.0,1,2
2051,7th Phase JP Nagar,1343.0,2.0,2.0,56.41,1,3
2052,R.T. Nagar,1560.0,3.0,2.0,85.0,1,3
2053,Kalkere,925.0,2.0,2.0,51.0,0,2
2054,Kanakpura Road,1420.0,2.0,2.0,75.0,1,3
2055,1st Block Koramangala,1415.0,2.0,3.0,110.0,1,2
2056,Shree Ananth Nagar Layout,1210.0,2.0,2.0,60.0,1,2
2057,Yeshwanthpur,1852.0,3.0,2.0,160.0,1,3
2058,Hoskote,1250.0,3.0,2.0,50.0,1,3
2059,9th Phase JP Nagar,1100.0,2.0,1.0,65.0,0,2
2060,2nd Phase Judicial Layout,1150.0,2.0,1.0,40.25,1,2
2061,Jakkur,1100.0,2.0,1.0,53.35,0,2
2062,Magadi Road,1350.0,1.0,0.0,100.0,1,2
2063,Panathur,1546.0,3.0,2.0,99.0,1,3
2064,Ambedkar Nagar,1424.0,2.0,2.0,90.0,1,2
2065,Bellandur,1398.0,3.0,1.0,68.0,1,3
2066,Indira Nagar,1650.0,3.0,2.0,200.0,1,3
2067,HBR Layout,1200.0,4.0,0.0,120.0,1,4
2068,Brookefield,1476.0,3.0,2.0,105.0,1,3
2069,Attiguppe,500.0,2.0,1.0,70.0,1,2
2070,Magadi Road,1322.0,2.0,2.0,58.82,0,3
2071,Srirampuram,432.0,2.0,1.0,40.0,1,2
2072,Yemlur,1100.0,2.0,2.0,55.0,1,2
2074,Sarjapur,1285.0,2.0,2.0,68.0,1,3
2075,Ambalipura,1150.0,2.0,2.0,80.0,1,2
2076,Thanisandra,1430.0,2.0,2.0,56.0,1,3
2077,Marathahalli,1350.0,2.0,2.0,62.0,1,3
2078,Gkvk Layout,1350.0,3.0,3.0,195.0,1,3
2079,Thubarahalli,1185.0,2.0,2.0,65.0,1,2
2080,Bannerghatta Road,1760.0,3.0,2.0,67.0,1,3
2081,Bank Of Baroda Colony,2400.0,5.0,2.0,350.0,1,4
2082,Kanakpura Road,900.0,2.0,1.0,41.0,0,2
2083,Kanakpura Road,1297.0,2.0,1.0,105.0,0,2
2084,Sector 1 HSR Layout,1840.0,3.0,2.0,155.0,1,3
2085,Ramamurthy Nagar,950.0,2.0,1.0,50.79,1,2
2086,Chikkabanavar,1200.0,4.0,1.0,70.0,1,5
2087,BTM 2nd Stage,950.0,2.0,1.0,52.0,1,2
2088,Yeshwanthpur,1277.5,2.0,0.0,95.815,1,2
2089,Electronic City,1571.0,3.0,2.0,89.0,0,3
2090,Electronic City Phase II,1031.0,2.0,1.0,55.0,1,2
2091,Whitefield,1485.0,2.0,1.0,90.0,0,2
2092,Ananth Nagar,1109.0,2.0,1.0,60.0,0,2
2093,Koramangala,2200.0,3.0,2.0,180.0,1,3
2094,Whitefield,950.0,1.0,1.0,50.0,0,1
2095,Laggere,1200.0,2.0,0.0,150.0,1,3
2096,Hosa Road,1161.0,2.0,1.0,55.15,0,2
2097,Basavangudi,2350.0,3.0,3.0,300.0,1,3
2098,Electronic City Phase II,1003.0,2.0,1.0,40.6,0,2
2099,Bank Of Baroda Colony,1350.0,2.0,1.0,185.0,1,2
2100,9th Phase JP Nagar,1080.0,2.0,2.0,37.0,0,2
2101,Hulimavu,1255.0,2.0,2.0,73.0,1,2
2102,Banaswadi,1250.0,2.0,0.0,60.0,1,2
2103,Brookefield,1700.0,4.0,1.0,152.0,1,4
2104,Ramamurthy Nagar,1200.0,2.0,0.0,66.0,1,3
2105,St. John's Road,824.0,2.0,0.0,60.0,1,2
2106,1st Phase JP Nagar,1875.0,3.0,1.0,167.0,1,3
2107,Bommasandra Industrial Area,1320.0,2.0,1.0,38.12,0,3
2108,Kothanur,9600.0,5.0,2.0,550.0,1,5
2109,Uttarahalli,1330.0,2.0,1.0,47.0,1,3
2110,Kaikondrahalli,1220.0,3.0,2.0,56.0,1,3
2111,Electronic City,1111.0,3.0,1.0,50.0,0,3
2112,Kothannur,1197.0,2.0,1.0,47.88,1,2
2113,Marathahalli,2519.0,5.0,2.0,185.0,1,4
2114,Doopanahalli,1340.0,2.0,1.0,100.0,0,3
2115,Old Madras Road,1450.0,3.0,3.0,132.0,1,4
2116,Hoodi,1837.0,3.0,3.0,145.0,0,3
2118,Kudlu Gate,1238.0,2.0,3.0,55.0,1,2
2119,7th Phase JP Nagar,1405.0,2.0,2.0,59.01,1,3
2120,Doddaballapur,1690.0,3.0,2.0,80.0,1,4
2121,Sathanur,1620.0,2.0,1.0,110.0,1,3
2122,Kanakpura Road,1673.0,3.0,2.0,115.0,1,3
2123,Margondanahalli,1090.0,2.0,0.0,58.0,1,2
2124,Varthur,1112.0,2.0,2.0,40.0,1,2
2125,Marathahalli,1385.0,2.0,2.0,66.65,1,3
2126,Electronic City Phase II,545.0,1.0,1.0,27.0,1,2
2127,Subramanyapura,985.0,2.0,1.0,58.0,1,2
2128,Kanakpura Road,825.0,1.0,0.0,36.29,0,1
2129,Kanakpura Road,1080.0,2.0,1.0,37.8,1,2
2130,Hosa Road,1430.0,2.0,1.0,97.52,0,2
2131,Kengeri Satellite Town,1050.0,2.0,2.0,43.0,1,2
2132,Kumaraswami Layout,2000.0,4.0,1.0,139.0,1,4
2133,Banashankari Stage VI,4800.0,4.0,3.0,190.0,1,4
2134,ITI Layout,1533.0,3.0,2.0,115.0,1,3
2135,Ramamohanapuram,2800.0,3.0,2.0,500.0,1,4
2137,Lakshminarayana Pura,1750.0,3.0,2.0,150.0,1,3
2138,TC Palaya,1200.0,2.0,0.0,66.0,1,3
2139,Prithvi Layout,1352.0,2.0,2.0,87.5,1,2
2140,Harlur,1754.0,3.0,2.0,125.0,1,3
2141,Tejaswini Nagar,1560.0,3.0,2.0,85.0,1,3
2142,Bannerghatta,3012.0,6.0,2.0,268.0,0,4
2144,Channasandra,1470.0,2.0,1.0,90.0,1,3
2145,9th Phase JP Nagar,1035.0,2.0,1.0,45.0,1,2
2147,Kammanahalli,1160.0,2.0,1.0,52.0,1,2
2148,Jakkur,1100.0,2.0,2.0,52.0,1,2
2150,Bannerghatta Road,595.0,1.0,1.0,31.83,0,1
2151,HSR Layout,1650.0,3.0,2.0,110.0,1,3
2152,1st Block Jayanagar,1875.0,2.0,3.0,235.0,1,3
2153,Kamakshipalya,800.0,4.0,1.0,80.0,1,4
2154,kanakapura road,1375.0,2.0,3.0,48.06,1,3
2155,Ramagondanahalli,1235.0,2.0,1.0,46.8,0,2
2156,Kaveri Nagar,750.0,1.0,2.0,25.0,1,1
2157,7th Phase JP Nagar,1400.0,3.0,1.0,115.0,1,3
2158,Poorna Pragna Layout,1270.0,2.0,2.0,50.79,1,3
2159,Bannerghatta Road,1105.0,2.0,1.0,51.0,0,2
2160,Sundar Ram Shetty Nagar,1375.0,2.0,3.0,85.0,1,3
2161,Attibele,2168.0,4.0,2.0,95.0,1,4
2162,Gottigere,1200.0,8.0,3.0,90.0,1,8
2163,Yelahanka,1065.0,2.0,1.0,40.84,1,2
2164,Sector 6 HSR Layout,3800.0,3.0,0.0,580.0,1,3
2166,Whitefield,825.0,1.0,1.0,45.0,1,1
2167,Nelamangala,1095.0,2.0,0.0,40.0,1,2
2168,Ganga Nagar,720.0,3.0,3.0,65.0,1,3
2169,Udayapur Village,1440.0,2.0,2.0,60.33,0,3
2170,Electronic City,870.0,2.0,1.0,39.5,1,2
2171,Panathur,1195.0,2.0,1.0,84.0,1,2
2172,"Kirloskar layout, Basaveshwarnagar",1200.0,2.0,1.0,49.5,1,2
2173,Raja Rajeshwari Nagar,1530.0,3.0,3.0,61.2,1,3
2174,Padmanabhanagar,1708.0,2.0,1.0,90.5,0,3
2175,Alfa Garden Layout,975.0,2.0,1.0,43.0,1,2
2176,KR Puram,750.0,2.0,1.0,25.0,1,2
2177,Gowdanapalya,1200.0,8.0,2.0,190.0,1,8
2178,Iblur Village,1920.0,3.0,2.0,130.0,0,3
2179,Nagarbhavi,1200.0,5.0,2.0,240.0,1,6
2180,Thanisandra,1183.0,2.0,1.0,58.56,0,2
2181,Kothanur,1140.0,4.0,1.0,90.0,1,4
2182,Mico Layout,1550.0,2.0,2.0,65.0,1,3
2183,Kaggadasapura,1110.0,2.0,3.0,53.0,1,2
2184,NS Palya,1500.0,10.0,3.0,165.0,1,8
2185,Kaggadasapura,1105.0,2.0,1.0,38.67,1,2
2186,Anekal,1800.0,3.0,2.0,68.0,1,3
2187,2nd Phase JP Nagar,2800.0,4.0,2.0,200.0,1,5
2188,Bommanahalli,1000.0,2.0,2.0,29.9,0,2
2189,Prithvi Layout,1190.0,2.0,2.0,68.0,1,2
2190,2nd Stage Nagarbhavi,1350.0,4.0,1.0,200.0,1,4
2191,Hebbal,3067.0,4.0,2.0,230.0,0,4
2192,Sarjapur  Road,1929.0,4.0,1.0,103.0,0,3
2193,Ramamurthy Nagar,1525.0,3.0,1.0,100.0,1,3
2194,Nehru Nagar,1775.0,3.0,3.0,110.0,1,3
2195,Banashankari,1125.0,2.0,1.0,63.0,1,2
2196,Hessarghatta,900.0,2.0,2.0,42.0,1,2
2197,Sarjapur  Road,1155.0,2.0,1.0,58.0,0,2
2198,Hulimavu,1200.0,4.0,0.0,75.0,1,4
2199,Sonnenahalli,1268.0,2.0,1.0,73.0,1,2
2200,Hoodi Layout,1500.0,3.0,2.0,88.0,1,3
2201,Electronic City,630.0,1.0,1.0,47.0,0,1
2202,Seegehalli,1525.0,3.0,2.0,65.0,1,3
2203,Kaggadasapura,1060.0,2.0,2.0,48.0,1,2
2204,Lingadheeranahalli,1687.0,3.0,3.0,127.0,1,3
2205,Thanisandra,1847.0,3.0,2.0,123.0,1,3
2206,Begur Road,1410.0,2.0,3.0,53.0,1,3
2207,7th Phase JP Nagar,1075.0,2.0,1.0,42.99,1,2
2209,BTM Layout,3000.0,3.0,0.0,338.0,1,3
2210,Basavangudi,1500.0,2.0,1.0,143.0,0,3
2211,Gaundanapalya,1010.0,2.0,2.0,46.0,1,2
2212,Haralur Road,1875.0,3.0,3.0,110.0,0,3
2214,Kanakpura Road,983.0,2.0,1.0,50.6,0,2
2215,Kasturi Nagar,1101.0,2.0,2.0,65.0,1,2
2216,Laxmi Sagar Layout,1140.0,2.0,1.0,76.0,1,2
2217,Sarjapur  Road,1215.0,2.0,2.0,110.0,1,2
2218,Kengeri Satellite Town,1007.0,2.0,3.0,42.0,1,2
2219,Bellandur,2039.0,3.0,2.0,168.0,1,3
2220,Ulsoor,1020.0,3.0,2.0,110.0,1,3
2221,Outer Ring Road East,1198.0,2.0,1.0,84.0,1,2
2222,5th block Koramangala,4000.0,4.0,1.0,520.0,1,4
2223,Nelamangala,1470.0,4.0,2.0,34.5,1,4
2224,JakkurYelahanka,1370.0,2.0,2.0,75.0,1,2
2225,Yemlur,1316.0,2.0,3.0,55.5,1,2
2226,Kaggadasapura,1350.0,3.0,1.0,55.5,1,3
2227,Gunjur Palya,1050.0,2.0,1.0,43.0,0,2
2228,KR Puram,1128.76,3.0,0.0,47.405,1,3
2229,Electronic City,921.0,2.0,1.0,34.0,1,2
2230,Kundalahalli,1010.0,2.0,1.0,49.27,1,2
2231,KR Puram,1015.0,2.0,1.0,43.0,0,2
2232,TC Palaya,1200.0,2.0,0.0,66.5,1,3
2233,Lakshminarayana Pura,1179.0,2.0,1.0,75.0,1,2
2234,Anjanapura,1850.0,4.0,2.0,86.0,1,4
2235,Kammasandra,870.0,2.0,1.0,24.0,1,2
2236,Bellandur,1605.0,3.0,2.0,85.0,1,3
2237,Banashankari Stage VI,2800.0,4.0,2.0,89.0,1,4
2238,Malleshwaram,2475.0,4.0,3.0,320.0,1,3
2239,Ngef Layout,3000.0,2.0,0.0,510.0,1,2
2240,Bileshivale,2400.0,7.0,2.0,110.0,1,6
2241,2nd Phase JP Nagar,1000.0,1.0,1.0,55.0,1,2
2242,Ramamurthy Nagar,1200.0,2.0,0.0,80.0,1,2
2243,Manjunatha Layout,1200.0,2.0,2.0,125.0,1,2
2244,Kammasandra,1200.0,2.0,1.0,66.0,0,2
2245,Kashi Nagar,1200.0,2.0,2.0,50.0,1,2
2246,Hennur,1255.0,2.0,1.0,57.5,1,2
2247,Hosur Road,1085.0,2.0,2.0,30.38,1,2
2249,B Narayanapura,1313.0,2.0,1.0,58.27,0,2
2250,Kogilu,1934.0,3.0,2.0,150.0,0,3
2251,Harlur,1200.0,2.0,1.0,49.5,1,2
2252,Uttarahalli,3600.0,6.0,2.0,120.0,1,6
2253,Old Madras Road,935.0,2.0,1.0,45.0,0,2
2254,Bommasandra,877.0,2.0,2.0,30.0,1,2
2255,Ashwathnagar,936.0,2.0,2.0,42.0,1,2
2256,Nagasandra,1470.0,2.0,2.0,110.0,1,3
2257,Upkar Layout,1050.0,1.0,1.0,70.0,1,1
2258,Hennur Road,1232.0,2.0,0.0,69.61,0,2
2259,Ambedkar Nagar,2225.0,4.0,2.0,169.0,1,3
2260,Sunkadakatte,1200.0,2.0,0.0,80.0,1,3
2261,Dasarahalli,1901.0,3.0,2.0,119.0,1,3
2262,Sarjapur  Road,1819.0,3.0,2.0,100.0,0,3
2263,HOSUR MAIN ROAD,1464.0,3.0,2.0,56.0,1,3
2265,Old Madras Road,3715.0,6.0,0.0,200.5,1,4
2266,9th Phase JP Nagar,5000.0,4.0,3.0,290.0,1,4
2267,Someshwara Layout,1200.0,4.0,3.0,169.0,1,4
2268,Kacharakanahalli,1256.0,2.0,1.0,60.0,1,2
2269,7th Phase JP Nagar,1100.0,2.0,2.0,44.0,1,2
2270,TC Palaya,4800.0,3.0,3.0,302.0,1,4
2271,Kothanur,1435.0,3.0,3.0,70.0,1,3
2273,Sarjapur  Road,1845.0,4.0,1.0,110.0,1,3
2274,Jigani,2400.0,4.0,1.0,130.0,1,3
2275,HSR Layout,1140.0,2.0,2.0,46.0,1,2
2276,Ulsoor,1200.0,2.0,0.0,60.0,0,2
2277,Talaghattapura,2254.0,3.0,2.0,170.0,0,3
2278,Frazer Town,1750.0,3.0,2.0,150.0,1,3
2279,Jalahalli West,1020.0,2.0,1.0,37.0,1,2
2280,Bommanahalli,515.0,1.0,1.0,25.0,1,1
2281,Lingadheeranahalli,1893.0,3.0,2.0,140.0,1,3
2282,Vasanth nagar,3025.0,3.0,0.0,500.0,1,3
2283,Suddaguntepalya,830.0,2.0,0.0,34.0,1,2
2284,Singasandra,600.0,2.0,1.0,36.5,1,2
2285,Bisuvanahalli,1075.0,2.0,1.0,90.0,1,3
2286,Kathreguppe,3200.0,4.0,2.0,1200.0,1,4
2287,Kasavanhalli,1200.0,2.0,1.0,78.0,1,2
2288,Sarjapur  Road,1233.0,2.0,2.0,77.65,0,2
2289,Bannerghatta Road,1255.0,2.0,2.0,65.26,1,2
2290,Begur Road,1200.0,2.0,2.0,37.8,1,2
2291,Varthur,2145.0,3.0,2.0,175.0,1,3
2293,Kothannur,740.0,2.0,1.0,34.0,1,2
2294,Kengeri,1250.0,3.0,3.0,48.0,1,3
2295,Channasandra Layout,1210.0,2.0,2.0,40.0,1,2
2296,Sarjapur  Road,1525.0,2.0,2.0,60.0,1,3
2297,Kogilu,540.0,1.0,0.0,36.0,1,1
2298,Tumkur Road,1240.0,2.0,1.0,84.0,1,3
2299,Subramanyapura,1245.0,2.0,1.0,68.0,1,3
2300,HAL 3rd Stage,1865.0,3.0,3.0,350.0,1,3
2301,Hosa Road,1104.0,2.0,0.0,36.43,0,2
2302,Bisuvanahalli,1075.0,2.0,1.0,35.99,1,3
2303,Nagavara,2200.0,2.0,1.0,55.0,0,2
2304,Whitefield,1155.0,2.0,1.0,60.0,1,2
2305,Doctors Layout,1520.0,2.0,3.0,62.0,1,2
2306,Thigalarapalya,3122.0,6.0,2.0,245.0,1,4
2307,Harlur,1290.0,2.0,1.0,85.0,1,2
2309,Kannamangala,3000.0,4.0,0.0,200.0,1,4
2311,Austin Town,400.0,1.0,0.0,14.0,1,1
2312,Banashankari,1340.0,2.0,3.0,53.6,1,3
2313,Malleshwaram,900.0,2.0,1.0,95.0,1,2
2315,Hennur Road,987.0,2.0,1.0,49.0,1,2
2316,Old Madras Road,1720.0,3.0,2.0,100.0,1,3
2317,Hebbal,1040.0,2.0,1.0,50.0,1,2
2318,Anandapura,900.0,2.0,0.0,64.0,1,2
2319,Raja Rajeshwari Nagar,1030.0,2.0,1.0,50.0,1,2
2320,Neeladri Nagar,2556.0,3.0,2.0,133.0,1,3
2321,Basavangudi,1850.0,3.0,1.0,168.0,1,3
2322,Kaval Byrasandra,750.0,4.0,3.0,110.0,1,4
2323,Balagere,1028.0,2.0,1.0,31.86,0,2
2324,7th Phase JP Nagar,1270.0,2.0,1.0,83.0,1,2
2325,Sahakara Nagar,1655.0,3.0,1.0,115.0,0,3
2326,Electronics City Phase 1,940.0,2.0,1.0,40.0,1,2
2327,Domlur,1050.0,2.0,2.0,85.0,1,2
2328,Rajagopala Nagar,600.0,4.0,1.0,40.0,1,4
2329,Vishwapriya Nagar,946.0,2.0,1.0,38.0,0,2
2330,CV Raman Nagar,1726.0,3.0,3.0,145.0,1,3
2331,Sarakki Nagar,2121.0,4.0,3.0,253.0,1,3
2332,Vittasandra,1404.0,2.0,1.0,75.0,1,2
2333,Sarjapur,1525.0,2.0,2.0,48.0,1,3
2334,Kengeri,1025.0,2.0,2.0,57.0,1,2
2335,Bahubali Nagar,1575.0,4.0,0.0,150.0,1,5
2336,RMV 2nd Stage,860.0,1.0,1.0,43.0,1,2
2337,Talaghattapura,1223.0,2.0,1.0,42.81,1,3
2339,Kothannur,1197.0,2.0,1.0,47.8,1,2
2340,Garudachar Palya,1150.0,2.0,1.0,52.75,1,2
2341,Kodbisanhalli,4800.0,5.0,3.0,629.0,1,4
2342,R.T. Nagar,1040.0,2.0,2.0,46.0,1,2
2343,Banashankari,1310.0,2.0,2.0,80.0,0,2
2344,Uttarahalli,1788.0,3.0,2.0,98.34,1,3
2345,Raja Rajeshwari Nagar,1144.0,2.0,2.0,38.55,1,2
2346,Anjanapura,1070.0,2.0,2.0,39.0,0,2
2347,Nandini Layout,1200.0,2.0,2.0,70.0,1,2
2348,Ambedkar Nagar,1862.0,3.0,2.0,120.0,1,3
2349,Margondanahalli,1200.0,2.0,1.0,58.5,1,2
2350,Begur Road,970.0,2.0,2.0,27.0,1,2
2351,Kasavanhalli,1646.0,3.0,2.0,79.5,0,3
2352,Sarjapur  Road,4395.0,4.0,2.0,242.0,1,4
2353,Vibhutipura Extension,1200.0,4.0,1.0,100.0,1,5
2354,Iblur Village,1995.0,3.0,2.0,135.0,0,3
2355,1st Block Jayanagar,2400.0,4.0,2.0,450.0,1,4
2356,Hosakerehalli,1085.0,2.0,1.0,47.74,0,2
2357,Budigere,1139.0,2.0,2.0,56.8,1,2
2358,Haralur Road,1092.0,2.0,2.0,44.0,1,2
2359,Pattandur Agrahara,1767.0,3.0,2.0,98.0,1,3
2361,Bellandur,1692.0,3.0,2.0,88.0,1,3
2362,6th Phase JP Nagar,1645.0,3.0,3.0,100.0,1,3
2363,Uttarahalli,1345.0,2.0,1.0,57.0,1,3
2364,Basapura,1100.0,2.0,1.0,60.0,1,2
2365,Gollarapalya Hosahalli,1408.0,3.0,3.0,62.0,1,3
2366,Banashankari Stage III,2400.0,4.0,1.0,240.0,1,4
2367,Kadugodi,1920.0,4.0,2.0,200.0,1,4
2369,Thigalarapalya,2072.0,4.0,2.0,150.0,1,3
2370,Malleshwaram,1420.0,2.0,1.0,158.0,1,2
2371,Electronics City Phase 1,2040.0,3.0,2.0,137.0,1,3
2372,Sarjapur  Road,1220.0,3.0,2.0,56.0,1,3
2373,8th Phase JP Nagar,1200.0,4.0,2.0,145.0,1,4
2374,B Channasandra,1300.0,2.0,1.0,79.0,1,2
2375,Electronics City Phase 1,1150.0,2.0,2.0,39.0,0,2
2376,KR Puram,1470.0,2.0,2.0,86.0,1,2
2377,Hosa Road,1063.0,2.0,1.0,31.9,0,2
2378,Harappanahalli,1311.0,2.0,2.0,48.0,1,2
2379,Dollars Colony,3500.0,4.0,3.0,350.0,1,4
2380,Nagarbhavi,600.0,2.0,1.0,100.0,1,4
2381,Arehalli,1400.0,2.0,2.0,55.0,1,3
2382,Kanakpura Road,2200.0,2.0,0.0,62.0,0,2
2383,Thanisandra,1430.0,2.0,2.0,56.0,1,3
2384,Vidyaranyapura,1060.0,2.0,2.0,55.0,1,2
2385,Cambridge  road,1000.0,2.0,0.0,110.0,1,3
2386,Sector 7 HSR Layout,1760.0,3.0,2.0,145.0,1,3
2387,Whitefield,2010.0,3.0,3.0,92.0,1,3
2388,Kanakpura Road,1480.0,2.0,2.0,64.23,1,3
2389,8th Phase JP Nagar,1230.0,2.0,2.0,43.5,0,3
2390,Gottigere,1300.0,3.0,3.0,65.0,1,3
2391,Vajarahalli,800.0,4.0,0.0,120.0,1,4
2392,Frazer Town,4850.0,6.0,2.0,385.0,1,4
2393,Singasandra,1100.0,2.0,1.0,52.0,1,2
2394,Harlur,1752.12,3.0,2.0,116.0,1,3
2395,Marathahalli,957.0,2.0,1.0,46.9,1,2
2396,Balagere,790.5,1.0,0.0,41.9,0,1
2397,Hennur Gardens,1942.0,3.0,2.0,102.0,1,3
2398,Ashirvad Colony,1000.0,2.0,2.0,53.0,1,2
2399,Yeshwanthpur,668.0,1.0,1.0,36.85,1,1
2400,Cholanayakanahalli,3000.0,6.0,3.0,1000.0,1,5
2401,Nagarbhavi,600.0,2.0,1.0,80.0,1,3
2402,Uttarahalli,1089.0,2.0,1.0,43.55,1,2
2403,Thanisandra,1800.0,3.0,3.0,90.0,1,3
2404,Yelahanka New Town,960.0,2.0,1.0,18.0,1,1
2405,Yelahanka,1036.0,2.0,3.0,39.35,1,2
2406,Marathahalli,1583.0,3.0,3.0,105.0,1,3
2407,7th Phase JP Nagar,3300.0,4.0,0.0,150.0,1,4
2408,Padmanabhanagar,1100.0,2.0,2.0,65.0,1,2
2409,Thyagaraja Nagar,800.0,1.0,1.0,100.0,1,1
2410,Vittasandra,1246.0,2.0,1.0,65.0,1,2
2411,Dodda Nekkundi,850.0,2.0,3.0,28.0,1,2
2412,Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.51,1,2
2413,Thanisandra,1697.0,3.0,2.0,114.0,1,3
2414,TC Palaya,1000.0,2.0,0.0,64.0,1,2
2415,HRBR Layout,1567.0,3.0,3.0,90.0,1,3
2416,Anekal,1200.0,1.0,1.0,36.0,0,2
2417,Sarjapur  Road,3750.0,6.0,3.0,290.0,1,4
2418,Veerannapalya,950.0,2.0,2.0,45.0,1,2
2419,Howthinarayanappa Garden,1022.0,2.0,2.0,52.0,1,2
2420,Kammasandra,1018.0,2.0,0.0,23.45,1,2
2421,Basavanagara,2000.0,3.0,2.0,25.0,1,4
2422,Bharathi Nagar,1322.0,2.0,2.0,68.0,1,2
2423,Marsur,1800.0,4.0,2.0,145.0,1,4
2424,Doddakallasandra,1460.0,2.0,2.0,58.39,1,3
2425,SRINIVASAPURA,990.0,2.0,1.0,44.55,0,2
2426,Cambridge Layout,2400.0,3.0,1.0,260.0,1,3
2427,Whitefield,1635.0,2.0,2.0,85.0,1,3
2428,Rajaji Nagar,3526.0,4.0,1.0,558.0,1,4
2429,Padmanabhanagar,3400.0,3.0,1.0,210.0,1,4
2430,Ramakrishnappa Layout,2770.0,3.0,1.0,460.0,1,3
2431,EPIP Zone,3035.0,5.0,0.0,200.0,1,4
2432,Maragondanahalli,1533.0,3.0,2.0,85.0,1,3
2433,Akshaya Nagar,1720.0,3.0,1.0,134.0,1,3
2434,Frazer Town,2000.0,3.0,1.0,200.0,1,3
2435,Yeshwanthpur,1185.0,2.0,2.0,75.84,0,2
2436,Varthur Road,900.0,2.0,1.0,27.0,0,2
2437,Attibele,395.0,1.0,1.0,10.25,1,1
2438,Electronic City Phase II,1031.0,2.0,1.0,56.35,1,2
2439,3rd Block Banashankari,2400.0,8.0,2.0,650.0,1,6
2440,Thanisandra,2650.0,4.0,2.0,240.0,1,4
2441,Basaveshwara Nagar,2400.0,5.0,1.0,415.0,1,5
2442,Uttarahalli,1330.0,2.0,2.0,46.55,1,3
2443,Hennur,1259.0,2.0,2.0,57.0,1,2
2444,Raja Rajeshwari Nagar,1570.0,3.0,2.0,88.0,1,3
2445,Bisuvanahalli,1075.0,2.0,1.0,36.0,1,3
2446,Whitefield,1216.0,2.0,1.0,79.0,0,2
2447,Sarjapur  Road,1428.0,2.0,2.0,66.0,1,3
2448,Begur Road,1160.0,2.0,2.0,40.59,1,2
2449, ittamadu,600.0,2.0,1.0,110.0,0,3
2450,Doddakannelli,1475.0,3.0,2.0,70.0,1,3
2451,Harlur,1754.0,3.0,2.0,135.0,1,3
2452,Rayasandra,1639.0,3.0,1.0,83.0,0,3
2453,Hennur Road,1804.0,3.0,2.0,102.0,0,3
2454,Whitefield,1200.0,3.0,2.0,56.2,0,3
2455,Anand Nagar,1135.0,2.0,3.0,55.0,1,2
2456,Begur Road,1260.0,2.0,2.0,46.62,1,2
2457,Peenya,1440.0,5.0,1.0,110.0,1,5
2458,Hennur Road,2160.0,3.0,2.0,160.0,1,3
2460,Rachenahalli,1220.0,2.0,2.0,59.5,1,2
2461,Margondanahalli,1200.0,2.0,0.0,67.0,1,2
2462,Yelahanka,1300.0,2.0,3.0,65.0,1,2
